connector_id,connector_name,platform,keyword,pull_time,video_id,video_title,video_description,video_url,channel_id,channel_name,published_at,view_count,like_count,favorite_count,comment_count,thumbnail_url,clean_video_title,title_word_count,title_char_count,clean_video_description,description_word_count,description_char_count,sentiment_score,sentiment_label,video_age_days,video_age_hours,view_count_numeric,like_count_numeric,favorite_count_numeric,comment_count_numeric,hashtags,hashtag_count,brand_mentions,brand_count,content_type,total_engagement,engagement_rate,viral_score,quality_score,performance_bucket
4,Check,youtube,Tata Motors,2026-06-02 13:17:36.914416,kvovyIMh5Fw,Tata Motors Recruitment 2026 | Tata Motors Hiring 2026 | Tata Motors Job Vacancy 2026 | Freshers Job,Tata Motors Recruitment 2026 | Tata Motors Hiring 2026 | Tata Motors Job Vacancy 2026 | Freshers Job #tatamotorsjobs2026 ...,https://www.youtube.com/watch?v=kvovyIMh5Fw,UCk4jWOr5W23kjQJBujXkSAA,Study for Dreams,2026-05-31T14:42:16Z,11788,249,0,11,https://i.ytimg.com/vi/kvovyIMh5Fw/hqdefault.jpg,Tata Motors Recruitment 2026 | Tata Motors Hiring 2026 | Tata Motors Job Vacancy 2026 | Freshers Job,18,100,Tata Motors Recruitment 2026 | Tata Motors Hiring 2026 | Tata Motors Job Vacancy 2026 | Freshers Job #tatamotorsjobs2026 ...,20,124,0.0,Neutral,4,115.34,11788,249,0,11,tatamotorsjobs2026,1,,0,Video,260,2.2056,15,60,Low
4,Check,youtube,Tata Motors,2026-06-02 13:17:36.914416,qT9X90sy2PI,"JSW Motors Car Launch | JSW Motors की धमाकेदार एंट्री, Maruti Suzuki, Tata, Mahindra के छूटे पसीने!",jsw #jswgroup #jswcars #marutisuzuki #marutisuzukisharenews #tatamotors #mahindra #sajjanjindal Indian Car Market में ...,https://www.youtube.com/watch?v=qT9X90sy2PI,UCdYV_l-cgsMRHZvp0zkmujg,Money9,2026-06-01T14:30:06Z,5886,113,0,6,https://i.ytimg.com/vi/qT9X90sy2PI/hqdefault.jpg,"JSW Motors Car Launch | JSW Motors की धमाकेदार एंट्री, Maruti Suzuki, Tata, Mahindra के छूटे पसीने!",17,99,jsw #jswgroup #jswcars #marutisuzuki #marutisuzukisharenews #tatamotors #mahindra #sajjanjindal Indian Car Market में ...,13,121,0.0,Neutral,3,91.55,5886,113,0,6,"marutisuzukisharenews,jswgroup,mahindra,tatamotors,marutisuzuki,jswcars,sajjanjindal",7,,0,Video,119,2.0217,0,60,Low
4,Check,youtube,Tata Motors,2026-06-02 13:17:36.914416,OWTOXDKdljU,Tata CURVV | ft. Sunil Kargwal,Sunil Kargwal's CURVV has space for everything… even the plans he didn't make. #TakeTheCURVV #TataCURVV #CURVV ...,https://www.youtube.com/watch?v=OWTOXDKdljU,UCNmgKwY9b4MoE04ZFrIWGVw,Tata Motors Cars,2025-06-10T11:02:41Z,2167413,16500,0,107,https://i.ytimg.com/vi/OWTOXDKdljU/hqdefault.jpg,Tata CURVV | ft. Sunil Kargwal,6,30,Sunil Kargwal's CURVV has space for everything… even the plans he didn't make. #TakeTheCURVV #TataCURVV #CURVV ...,17,114,0.0,Neutral,359,8639.0,2167413,16500,0,107,"TataCURVV,TakeTheCURVV,CURVV",3,,0,Video,16607,0.7662,85,45,Viral
4,Check,youtube,Tata Motors,2026-06-02 13:17:36.914416,GZD3e3Mi_eo,Tata Motors PV Future — Growth Ahead or Reverse Gear? BULL vs BEAR,BULL Vs BEAR | Tata Motors क्या है Tata Motors PV का फ्यूचर? TMPV दौड़ेगा या लगाएगा ...,https://www.youtube.com/watch?v=GZD3e3Mi_eo,UCkXopQ3ubd-rnXnStZqCl2w,Zee Business,2026-04-07T09:43:52Z,21731,184,0,4,https://i.ytimg.com/vi/GZD3e3Mi_eo/hqdefault.jpg,Tata Motors PV Future — Growth Ahead or Reverse Gear? BULL vs BEAR,13,66,BULL Vs BEAR | Tata Motors क्या है Tata Motors PV का फ्यूचर? TMPV दौड़ेगा या लगाएगा ...,18,87,0.0,Neutral,59,1416.32,21731,184,0,4,,0,,0,Video,188,0.8651,15,25,Low
4,Check,youtube,Tata Motors,2026-06-02 13:17:36.914416,yobwaIkhkLU,Tata Motors Passenger Vehicle Monthly Update I TMPV SHARE DIVIDEND I TATA MOTORS SHARE I TMCV,Tata Motors Passenger Vehicle Monthly Update I TMPV SHARE DIVIDEND I TATA MOTORS SHARE I TMCV ...,https://www.youtube.com/watch?v=yobwaIkhkLU,UCBzrCBDxLG0QgfW85EKSh5A,𝓛𝓮𝓪𝓻𝓷 𝓽𝓸 𝓔𝓪𝓻𝓷 𝓫𝔂 𝔸𝕂ℝ,2026-06-01T09:55:58Z,2014,94,0,1,https://i.ytimg.com/vi/yobwaIkhkLU/hqdefault.jpg,Tata Motors Passenger Vehicle Monthly Update I TMPV SHARE DIVIDEND I TATA MOTORS SHARE I TMCV,16,93,Tata Motors Passenger Vehicle Monthly Update I TMPV SHARE DIVIDEND I TATA MOTORS SHARE I TMCV ...,17,97,0.0,Neutral,4,96.12,2014,94,0,1,,0,,0,Video,95,4.717,0,40,Low
4,Check,youtube,Tata Motors,2026-06-02 13:17:36.914416,LDKMRW1KWGw,Amazing miniature TATA Nexon EV Scale Model car #nexon #tatamotors #tatanexon #shorts #nexonev,Amazing miniature TATA Nexon EV Scale Model car #nexon #tatamotors #tatanexon #shorts #nexonev This video is about:- ...,https://www.youtube.com/watch?v=LDKMRW1KWGw,UC-JU85n8FOLIVk0skUUcrdw,Back to Bachpan,2025-02-06T07:30:11Z,6478807,22560,0,15,https://i.ytimg.com/vi/LDKMRW1KWGw/hqdefault.jpg,Amazing miniature TATA Nexon EV Scale Model car #nexon #tatamotors #tatanexon #shorts #nexonev,13,94,Amazing miniature TATA Nexon EV Scale Model car #nexon #tatamotors #tatanexon #shorts #nexonev This video is about:- ...,18,120,0.6,Positive,484,11618.54,6478807,22560,0,15,"tatamotors,nexon,shorts,nexonev,tatanexon",10,,0,Short,22575,0.3484,70,45,High
4,Check,youtube,Tata Motors,2026-06-02 13:17:36.914416,hup-I2pwlLo,Tata Motors Recruitment 2025 || Tata Motors New  Job vacancy 2025 #DailyaJobHunt,Tata Group Recruitment 2025 – No Exam & No Fee | Zero Application Charges Great news for jobseekers! Tata Group (including ...,https://www.youtube.com/watch?v=hup-I2pwlLo,UCQ8F9ZuTFxF7BwU8Ek2lZXg,Daily JobHunt,2025-09-15T12:45:15Z,608630,1799,0,125,https://i.ytimg.com/vi/hup-I2pwlLo/hqdefault.jpg,Tata Motors Recruitment 2025 || Tata Motors New Job vacancy 2025 #DailyaJobHunt,12,79,Tata Group Recruitment 2025 – No Exam & No Fee | Zero Application Charges Great news for jobseekers! Tata Group (including ...,22,126,0.1364,Positive,262,6309.29,608630,1799,0,125,DailyaJobHunt,1,,0,Video,1924,0.3161,60,70,High
4,Check,youtube,Tata Motors,2026-06-02 13:17:36.914416,YAGiUTloHrM,Tata Motors Fc Current Squad 2026/Jsa League Tata Motors Squad Update 2026/Sadhu Marndi ,Tata Motors Fc Current Squad 2026/Jsa League Tata Motors Squad Update 2026/Sadhu Marndi Tata Motors Team Squad 2026 ...,https://www.youtube.com/watch?v=YAGiUTloHrM,UC7HdEBocGwExcpjLxJqTbMQ,Faguram Soren 2.0,2026-06-02T00:18:11Z,793,49,0,3,https://i.ytimg.com/vi/YAGiUTloHrM/hqdefault.jpg,Tata Motors Fc Current Squad 2026/Jsa League Tata Motors Squad Update 2026/Sadhu Marndi,13,87,Tata Motors Fc Current Squad 2026/Jsa League Tata Motors Squad Update 2026/Sadhu Marndi Tata Motors Team Squad 2026 ...,19,119,0.0,Neutral,3,81.74,793,49,0,3,,0,,0,Video,52,6.5574,0,40,Low
4,Check,youtube,Tata Motors,2026-06-02 13:17:36.914416,34rxIz8Bfsk,Tata Motors Team Full Squad 2026 !!,Tata Motors Team Full Squad 2026 !!,https://www.youtube.com/watch?v=34rxIz8Bfsk,UCdaf95vrOVKq1tvSXliEm1w,Star Sports np,2026-06-02T02:00:34Z,4586,419,0,23,https://i.ytimg.com/vi/34rxIz8Bfsk/hqdefault.jpg,Tata Motors Team Full Squad 2026 !!,7,35,Tata Motors Team Full Squad 2026 !!,7,35,0.5469,Positive,3,80.04,4586,419,0,23,,0,,0,Video,442,9.638,0,40,Low
4,Check,youtube,Tata Motors,2026-06-02 13:17:36.914416,fC0fqpjA-Xg,Tata Motors Car Transformation | 1991 to 2025 in 5 Minutes @tatamotorscars,Tata Motors Cars Evolution 1991 – 2025 | From Sierra to Harrier EV & Beyond ⚡ Witness the incredible journey of Tata Motors ...,https://www.youtube.com/watch?v=fC0fqpjA-Xg,UC2PHmTkbk961QPpv80FVxEA,Rear View Reviews,2025-08-10T05:37:00Z,768817,2508,0,211,https://i.ytimg.com/vi/fC0fqpjA-Xg/hqdefault.jpg,Tata Motors Car Transformation | 1991 to 2025 in 5 Minutes @tatamotorscars,12,74,Tata Motors Cars Evolution 1991 – 2025 | From Sierra to Harrier EV & Beyond ⚡ Witness the incredible journey of Tata Motors ...,24,127,0.0,Neutral,299,7180.43,768817,2508,0,211,,0,,0,Video,2719,0.3537,60,50,High
