connector_id,connector_name,platform,keyword,pull_time,video_id,video_title,comment_id,comment_author,comment_text,comment_like_count,comment_published_at,comment_updated_at,comment_url,clean_comment,comment_word_count,comment_char_count,sentiment_score,sentiment_label,subjectivity_score,comment_age_days,comment_age_hours,derived_hashtags,derived_hashtag_count,brand_mentions,brand_count,is_question,is_purchase_intent,is_complaint,comment_like_count_numeric,engagement_score,quality_score,urgency_score
2,Pepsi Connector,youtube,Pensi,2026-06-01 16:29:32.236571,F85zvsKMsjo,Pencilmate Loses his Shirt! -in- WELL OFF - Pencilmation Cartoons,UgwKad6DcOh9JBxOb1N4AaABAg,@pencilmation,"PLUSHIES are HERE with a LIMITED TIME discount code: PENCIL10 🤩🤩 http://link.pencilmation.com/plushies-merch-main

Have you gotten your Pencilmate or Pencilmiss plushie yet?!!",476,2020-11-13T19:50:48Z,2020-11-13T19:50:48Z,https://www.youtube.com/watch?v=F85zvsKMsjo&lc=UgwKad6DcOh9JBxOb1N4AaABAg,PLUSHIES are HERE with a LIMITED TIME discount code: PENCIL10 🤩🤩 http://link.pencilmation.com/plushies-merch-main Have you gotten your Pencilmate or Pencilmiss plushie yet?!!,21,174,-0.1116,Negative,0.1429,2029,48710.15,,0,,0,True,False,False,476,476,80,60
2,Pepsi Connector,youtube,Pensi,2026-06-01 16:29:32.236571,F85zvsKMsjo,Pencilmate Loses his Shirt! -in- WELL OFF - Pencilmation Cartoons,Ugy4uM-ChHKhUSi5fgZ4AaABAg,@MsPraveena-bn9se,Hahaha it’s very funny 🤣,0,2026-05-26T06:59:15Z,2026-05-26T06:59:15Z,https://www.youtube.com/watch?v=F85zvsKMsjo&lc=Ugy4uM-ChHKhUSi5fgZ4AaABAg,Hahaha it’s very funny 🤣,5,24,0.2625,Positive,0.7,10,243.01,,0,,0,False,False,False,0,0,20,0
2,Pepsi Connector,youtube,Pensi,2026-06-01 16:29:32.236571,F85zvsKMsjo,Pencilmate Loses his Shirt! -in- WELL OFF - Pencilmation Cartoons,UgwPuANxOcABV5xR0c54AaABAg,@AxelHirales-o8z1n,pencilmate IS meet pencilmiass BECAUSES IS Friendsship,0,2026-05-16T22:20:07Z,2026-05-16T22:20:07Z,https://www.youtube.com/watch?v=F85zvsKMsjo&lc=UgwPuANxOcABV5xR0c54AaABAg,pencilmate IS meet pencilmiass BECAUSES IS Friendsship,7,54,0.0,Neutral,0.0,19,467.66,,0,,0,False,False,False,0,0,50,0
2,Pepsi Connector,youtube,Pensi,2026-06-01 16:29:32.236571,F85zvsKMsjo,Pencilmate Loses his Shirt! -in- WELL OFF - Pencilmation Cartoons,Ugw9uuhRI0HLSL9YVsZ4AaABAg,@JaxBetrand,Well Off,1,2026-05-09T03:43:13Z,2026-05-09T03:43:13Z,https://www.youtube.com/watch?v=F85zvsKMsjo&lc=Ugw9uuhRI0HLSL9YVsZ4AaABAg,Well Off,2,8,0.0,Neutral,0.0,27,654.28,,0,,0,False,False,False,1,1,50,0
2,Pepsi Connector,youtube,Pensi,2026-06-01 16:29:32.236571,F85zvsKMsjo,Pencilmate Loses his Shirt! -in- WELL OFF - Pencilmation Cartoons,UgwZZYfkn0WcCuLGiLx4AaABAg,@DaliOui,il dot leki🫠🫠🤢🤢🤢🤢🤢🤢🤢,1,2026-05-03T16:50:29Z,2026-05-03T16:50:29Z,https://www.youtube.com/watch?v=F85zvsKMsjo&lc=UgwZZYfkn0WcCuLGiLx4AaABAg,il dot leki🫠🫠🤢🤢🤢🤢🤢🤢🤢,3,20,0.0,Neutral,0.0,32,785.16,,0,,0,False,False,False,1,1,50,0
2,Pepsi Connector,youtube,Pensi,2026-06-01 16:29:32.236571,F85zvsKMsjo,Pencilmate Loses his Shirt! -in- WELL OFF - Pencilmation Cartoons,Ugyhw1GIofGv9HAmnHJ4AaABAg,@Beppiz-t1g,Pow:what I used to watched as kid,0,2026-05-03T03:31:31Z,2026-05-03T03:31:31Z,https://www.youtube.com/watch?v=F85zvsKMsjo&lc=Ugyhw1GIofGv9HAmnHJ4AaABAg,Pow:what I used to watched as kid,7,33,0.0,Neutral,0.0,33,798.47,,0,,0,False,False,False,0,0,50,0
2,Pepsi Connector,youtube,Pensi,2026-06-01 16:29:32.236571,F85zvsKMsjo,Pencilmate Loses his Shirt! -in- WELL OFF - Pencilmation Cartoons,UgzYktb6Ph2sabcQGWh4AaABAg,@MaykelMoreno-e2m2u,😵😵😵😵🤧,0,2026-04-26T17:18:19Z,2026-04-26T17:18:19Z,https://www.youtube.com/watch?v=F85zvsKMsjo&lc=UgzYktb6Ph2sabcQGWh4AaABAg,😵😵😵😵🤧,1,5,0.0,Neutral,0.0,39,952.69,,0,,0,False,False,False,0,0,20,0
2,Pepsi Connector,youtube,Pensi,2026-06-01 16:29:32.236571,F85zvsKMsjo,Pencilmate Loses his Shirt! -in- WELL OFF - Pencilmation Cartoons,UgzOlG507Rfzui1PM2d4AaABAg,@emopoliceraddy,I watched all the videos when I was young 😢 I still remember all of the videos except the newest.,0,2026-04-22T18:58:06Z,2026-04-22T18:58:06Z,https://www.youtube.com/watch?v=F85zvsKMsjo&lc=UgzOlG507Rfzui1PM2d4AaABAg,I watched all the videos when I was young 😢 I still remember all of the videos except the newest.,20,97,0.1,Neutral,0.4,43,1047.03,,0,,0,False,False,False,0,0,50,0
2,Pepsi Connector,youtube,Pensi,2026-06-01 16:29:32.236571,F85zvsKMsjo,Pencilmate Loses his Shirt! -in- WELL OFF - Pencilmation Cartoons,UgyqZPG3uXzG3UaKZKt4AaABAg,@dandys-astro,"Who's here in 2026
👇",1,2026-04-13T06:04:10Z,2026-04-13T06:04:10Z,https://www.youtube.com/watch?v=F85zvsKMsjo&lc=UgyqZPG3uXzG3UaKZKt4AaABAg,Who's here in 2026 👇,5,20,0.0,Neutral,0.0,53,1275.93,,0,,0,False,False,False,1,1,50,0
2,Pepsi Connector,youtube,Pensi,2026-06-01 16:29:32.236571,F85zvsKMsjo,Pencilmate Loses his Shirt! -in- WELL OFF - Pencilmation Cartoons,Ugx2e4qNz_bxCPke8Up4AaABAg,@mwayumaavoki-wl8xb,14:19 HA HAAAA!!,0,2026-03-29T11:38:11Z,2026-03-29T11:38:11Z,https://www.youtube.com/watch?v=F85zvsKMsjo&lc=Ugx2e4qNz_bxCPke8Up4AaABAg,14:19 HA HAAAA!!,3,16,0.0,Neutral,0.0,67,1630.36,,0,,0,False,False,False,0,0,20,0
